State,City,Place,Ratings,Place_desc,image,single_image,Budget_Category
Tamilnadu,Coimbatore,Brookefields Mall,4.5," Brookefields Mall is an attraction famous for shopping and recreational activities in Coimbatore. From apparel to shoes and accessories, you name it, and they have it. It is a perfect place to buy stylish and trendy outfits or to put a look together for an important event. ",https://www.google.com/search?q=+Brookefields+Mall&udm=2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Brook_Fields_Mall_%40_Coimbatore.jpg/960px-Brook_Fields_Mall_%40_Coimbatore.jpg,Medium
Tamilnadu,Coimbatore,Gedee Car Museum,4.0," Gedee Car Museum is one of the few places in India where one can find cars made in Britain, Japan, France, Germany and America under one roof. The collection of cars is extremely well maintained and all the relevant information about the cars on display is mentioned for visitors to learn. It is, therefore, a favourite attraction for automobile freaks and engineering students.  ",https://www.google.com/search?q=+Gedee+Car+Museum&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTopB_fs4rWXU3oLrgBfvSd1SML1wLX2IDLQ&s,Medium
Tamilnadu,Coimbatore,Masani Amman Temple,4.5," Masani Amman Temple is a temple dedicated to Masani Devi, who is also known as Shakti Devi. Situated at the confluence of the Uppar Stream and River Aliyar, the temple is a major attraction for not just the devotees of Masani Devi but also for tourists visiting Coimbatore from all around the world.  ",https://www.google.com/search?q=+Masani+Amman+Temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQImBpNeFZnAZxnjiOi9escvGAbHlGf1pQ0iA&s,Medium
Tamilnadu,Coimbatore,Puliakulam Vinayagar Temple,4.3," Mundhi Vinayagur Temple is dedicated to Lord Ganesha. The most important feature of the temple that makes is a major attraction in the city is the idol of Lord Ganesha which, at a height of 20 feet and width of 11 feet, is the largest idol of the deity carved in stone.  ",https://www.google.com/search?q=+Puliakulam+Vinayagar+Temple&udm=2,https://upload.wikimedia.org/wikipedia/commons/5/5f/Puliakulam_Vinayagar.jpg,Medium
Tamilnadu,Coimbatore,Black Thunder,4.3," Black Thunder Theme Park is a wonderful picnic spot in Coimbatore. Right from Dashing Boats, Volcano, Dragon Coaster, Kiddies pool, Wave pool to a Wild River Ride the park has rides to suit every age group. ",https://www.google.com/search?q=+Black+Thunder&udm=2,"https://assets.simplotel.com/simplotel/image/upload/w_5000,h_3750/x_0,y_0,w_5000,h_2810,c_crop,q_80,fl_progressive/w_900,h_506,f_auto,c_fit/black-thunder---water-theme-park/Lucky_Ariel_vttsit",Medium
Tamilnadu,Coimbatore,Naga Sai Mandir,3.8,Sri Naga Sai Temple is dedicated to Sai Baba and is a famous attraction for the believers and followers of Sai Baba. This is one of the few temples of Sai Baba found in the southern part of the country.,https://www.google.com/search?q=+Naga+Sai+Mandir&udm=2,https://www.srinagasai.com/wp-content/uploads/2017/04/naga-sai-img.jpg,Medium
Tamilnadu,Coimbatore,Ramar Temple,4.0," Ramar Temple is the only temple where the idols of Lord Rama and Goddess Sita are seen facing each other depicting their love and admiration for each other. It is a well-maintained and clean temple where devotees can offer their prayers and sit in solitude before they resume their daily work. 
 ",https://www.google.com/search?q=+Ramar+Temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4bbb20Nx9WbeDX7x4DobgsHv4Ki-z5ykqQg&s,Medium
Tamilnadu,Coimbatore,TNAU Botanical Garden,4.6," Spread over an area of around 300 acres in Coimbatore, TNAU Botanical Garden boasts of some rare varieties of trees, shrubs and herbs. The garden is very well-maintained and vibrantly blooms with flowers including roses, marigold, carnations, chrysanthemums, lilies etc. ",https://www.google.com/search?q=+TNAU+Botanical+Garden&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6JQLxgKphPFpTIgWRdJOqZil1ZY7Rfn1-4g&s,Medium
Tamilnadu,Coimbatore,Aliyar Dam Reservoir Park,4.7," Aliyar Dam Reservoir Park is situated adjacent to the dam at the foothills of Anamalai Hills in Western Ghats. The park boasts of well-maintained gardens, orderly green lawns, swings for kids and play area etc. ",https://www.google.com/search?q=+Aliyar+Dam+Reservoir+Park&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/45/58/a6/aliyar-dam-reservoir.jpg?w=1200&h=-1&s=1,Medium
Tamilnadu,Coimbatore,Nehru Park,4.5," Nehru Park is one of the popular parks in Coimbatore. It houses a massive statue of Jawaharlal Nehru- the first Prime Minister of India. Besides, it has well-maintained gardens, swings, jogging track and spaces for yoga and meditation etc. ",https://www.google.com/search?q=+Nehru+Park&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7nbc2_JJ_gTkB64eiufox3KSJ6pDDzCKNdA&s,Medium
Tamilnadu,Coimbatore,Gass Forest Museum,4.0,Gass Forest Museum is a natural history museum in Coimbatore located inside the premises of the Forest College Campus. The museum has several relics of wild and domestic animals stuffed and preserved to make them look real. It invites a lot of tourist influx all through the year.,https://www.google.com/search?q=+Gass+Forest+Museum&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4yvHOO2NXv4IceSdEc4yfF0Ip0nDanHP3Mw&s,Medium
Uttar Pradesh,Lucknow,Bara Imambara,4.3," The Bara Imambara of Lucknow is one of the most famous monuments of the city. Also known as Asfi Imambara,  after the name of the Nawab of Lucknow who got it constructed, it is an important place of worship for the Muslims who come here every year to celebrate the religious festival of Muharram. The Imambara is specially known for its incredible maze, known as Bhul Bhulaiya locally, which is located in the upper floor of the monument. ",https://www.google.com/search?q=+Bara+Imambara&udm=2,https://static.toiimg.com/thumb/103890956/Bara-Imambara.jpg?width=1200&height=900,Medium
Uttar Pradesh,Lucknow,Chota Imambara,4.2," The Chhota Imambara, or the Imambara of Hussainabad, is one of the most beautiful and attractive buildings in the old city of Lucknow in Uttar Pradesh. This imposing monument lies to the west of Bara Imambara and is a true sight to behold. The Chhota Imambara was initially a congregation hall for Shia Muslims that was built by Muhammad Ali Shah, who was the third Nawab of Awadh, in 1838. The Imambara was to serve as his own mausoleum as well as that of his mother, who is buried beside him in this prestigious monument.  ",https://www.google.com/search?q=+Chota+Imambara&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjZldOTmfnGCgTgmlt_8lcbTMWL4zDx70q-A&s,Medium
Uttar Pradesh,Lucknow,British Residency,3.2,The British Residency of Lucknow served as a refuge for several Britishers during the uprising on 1857. The fort is now in ruins and a cemetery nearby contains the graves of the hundreds of Britishers who died during the siege. The ruins are now protected by the Archaeological Survey of India.,https://www.google.com/search?q=+British+Residency&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQahIRG_5zO40GD6zNIK6UvfXfRVNG0Mpwrxw&s,Medium
Uttar Pradesh,Lucknow,Marine Drive,5.0," Marine Drive is named after the famous Marine Drive in Mumbai. It is a picturesque strip of road adjacent to the River Gomti in Gomti Nagar, Lucknow. The spot is popular among the young crowd as a hangout place. Apart from that, people use it for jogging, cycling and similar activities. The path is sprinkled with benches to sit and relax. ",https://www.google.com/search?q=+Marine+Drive&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/40/ce/c3/mumbai-marine-drive-along.jpg?w=1200&h=-1&s=1,Medium
Uttar Pradesh,Lucknow,Rumi Darwaza,3.5," The Rumi Darwaza was built in 1784-86 and is a 60 feet high entrance, with no visible supporting fittings. It is also known as the Turkish Gate and displays Awadhi architectural style. ",https://www.google.com/search?q=+Rumi+Darwaza&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIsTObjGKDU2WsvIhGMhrQS0Z-hA2xsLrw2Q&s,Medium
Uttar Pradesh,Lucknow,Dr Ambedkar Park,3.2," The Ambedkar Memorial Park was constructed by the Mayawati Government in Gomti Nagar, Lucknow. The park was built to commemorate the people who dedicated their life to equality and human justice like Dr. Bhimrao Ambedkar, Kanshi Ram and others. With a budget of a whopping seven billion rupees, the park is one of the loveliest things to see in Lucknow. ",https://www.google.com/search?q=+Dr+Ambedkar+Park&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfp0WxRI5VyBKv7K4at4W2p4qHATJPk7sDNw&s,Low
Uttar Pradesh,Lucknow,Lucknow Zoo,4.2,The Prince of Wales Zoological Gardens was built in 1921 was built to commemorate the Royal family's visit to Lucknow.,https://www.google.com/search?q=+Lucknow+Zoo&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuFWAbVJL4aOAj_XcpDRZ0NiN6m8DYl68dtg&s,Medium
Uttar Pradesh,Lucknow,Hazratganj Market,3.5," Hazratganj, the central shopping district of Lucknow, has a long history behind it and has undergone a great makeover that bridges the past and the present and continues to serve as Lucknow's central shopping arcade. ",https://www.google.com/search?q=+Hazratganj+Market&udm=2,https://images.herzindagi.info/image/2022/Dec/hazratganj-market-lucknow-for-shopping-hindi.jpg,Medium
Uttar Pradesh,Lucknow,Indira Gandhi Planetarium Lucknow,4.3," Situated at the Surajkund Park neighbourhood of Lucknow, on the banks of the River Gomti, Indira Gandhi Planetarium is also popularly known as Taramandal Show. The highlights are the science and astronomy shows, 3D models and exhibitions. ",https://www.google.com/search?q=+Indira+Gandhi+Planetarium+Lucknow&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/b5/72/47/indira-gandhi-planetarium.jpg?w=1200&h=-1&s=1,Medium
Uttar Pradesh,Lucknow,Shah Najaf Imambara,3.8,Shah Najaf Imambara is a Muslim monument centrally located in Lucknow city at Rana Pratap Road. The dome-shaped monument houses the graves of Nawab Ghazi - Ud - Din Haider and his three wives.,https://www.google.com/search?q=+Shah+Najaf+Imambara&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/b5/1c/b9/shah-najaf-imambara.jpg?w=1200&h=-1&s=1,Medium
Uttar Pradesh,Lucknow,Moti Mahal,4.0," Built by Nawab Saadat Ali Khan, the Moti Mahal is popularly known as the Pearl Palace. This historical monument located on the banks of river Gomti is constructed next to Mubarak Manzil and Shah Manzil. A former residence of the Nawabs of Lucknow during the time, Moti Mahal was initially a part of the Qaisar Bagh complex.  ",https://www.google.com/search?q=+Moti+Mahal&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/ed/31/fd/moti-mahal.jpg?w=1200&h=-1&s=1,Medium
Uttar Pradesh,Lucknow,Ramakrishna Math,3.2," A monastery and shrine established in Nirala Nagar, the Ramakrishna Math is an all-monk institution dedicated to Sri Ramakrishna . With the motto of ""For one's own salvation, and for the welfare of the world"", this building has a shrine adjacent to the institute.  ",https://www.google.com/search?q=+Ramakrishna+Math&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDEr5q_b-N9QlS0TjHjiT-adtEKKNNaT0n0A&s,Medium
Uttar Pradesh,Lucknow,Bithoor,3.0," Bithoor is a quaint little town nestled away in the Kanpur district of Uttar Pradesh, acclaimed for being an important hub of pilgrimage for Hindus. Along with its religious significance, Bithoor also has a good share of historical places of interest. Bithoor is immersed in local legends, religious myths, primeval artifacts and ancient ruins. The town was said to be the residence of Lav and Kush, prominent figures in the Hindu mythology of Ramayana. ",https://www.google.com/search?q=+Bithoor&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpwGof_8qMSysRQHzG434wxeUCn524lqDaNQ&s,Medium
Uttar Pradesh,Lucknow,Dream World Amusement Park,4.5," Dream World Water Amusement Park is a one-stop destination for a day full of fun, thrill and enjoyment. Boasting of umpteen rides and activities and fun games, the park is a hot pick and top favourite of the teenagers and the adults alike.  ",https://www.google.com/search?q=+Dream+World+Amusement+Park&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/f6/83/6a/rollar-coaster.jpg?w=900&h=500&s=1,Medium
Uttar Pradesh,Lucknow,Constantia (La Martiniere School),4.5," One of the historical landmarks of Lucknow with its English past, the La Martinere School started in 1845. It houses the tomb of French Major-General Claude Martin as he resided there. ",https://www.google.com/search?q=+Constantia+(La+Martiniere+School)&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSB9tewykv3I_pANWLG-F89NCMaMmoDV4uwbA&s,Medium
Uttar Pradesh,Lucknow,Anandi Water Park,4.0," Located on the outskirts of Lucknow along the Faizabad Road, Anandi Water Park is one of the largest waterparks in the northern area. The park hosts an array of splash pads, water swings, and other swimming activities. ",https://www.google.com/search?q=+Anandi+Water+Park&udm=2,https://lucknowtourism.co.in/images/places-to-visit/header/anandi-water-park-lucknow-tourism-entry-fee-timings-holidays-reviews-header.jpg,Medium
Uttar Pradesh,Lucknow,Chowk,3.5," Chowk market in Lucknow is one of those places of the city that are a window into its rich cultural heritage. Beginning from Chikan work to succulent kebabs, one can find it all at the Chowk market.  ",https://www.google.com/search?q=+Chowk&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRf6eEB_Q768Svwaynd1DcoxU_Za2DNQhoLAw&s,Medium
Uttar Pradesh,Lucknow,Dilkusha Kothi,3.2," A hunting lodge converted into a summer palace for the royals, Dilkusha Kothi was built in 1800 by Major Gore in Baroque style. It faced major impact during the first war of independence and hence lies in a less than perfect state with just a few towers and walls standing. ",https://www.google.com/search?q=+Dilkusha+Kothi&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-xkj1GteMfX4Qx9YYt1l4O7Mx95oWCBVkgA&s,Medium
Uttar Pradesh,Lucknow,Farangi Mahal,3.2," Once belonging to a French businessman Neal, Firangi Mahal was transferred to the government treasury under the royal decree, which was then developed into an Islamic school by Aurangzeb's consultant and his brother. ",https://www.google.com/search?q=+Farangi+Mahal&udm=2,https://upload.wikimedia.org/wikipedia/commons/6/61/Firangi-Mahal-Building.jpg,Medium
Uttar Pradesh,Lucknow,Gautam Buddha Park,4.0," Located in Hasanganj in Lucknow, Gautam Buddha Park is situated next to Hathi Park. Set up in 1980, this hot favourite among kids and adults, is replete with swings and slides based in lusk green lawns with blooming flowers.  ",https://www.google.com/search?q=+Gautam+Buddha+Park&udm=2,"https://static.toiimg.com/thumb/msid-48096191,width=1200,height=900/48096191.jpg",Medium
Uttar Pradesh,Lucknow,Shahi Baoli,4.0," An intricate merge of Indian and Islamic architectural styles, the Shahi Baoli was formerly built as a reservoir for the society of the time. It was constructed between 1784 and 1795 by Nawab Asif-Ud-Din Daula and Kifayat-Ullah, one of the excellent architects of the time.  ",https://www.google.com/search?q=+Shahi+Baoli&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTakAdr5luU_gYCe7wp0uCM5BHMY-_-Qe94KA&s,Medium
Uttar Pradesh,Lucknow,Janeshwar Mishra Park,4.0," Janeshwar Mishra Park is a newly constructed park, located in Gomti Nagar, Lucknow. Dedicated to the demised Samajwadi Party politician, Janeshwar Mishra, the park was opened to the public in 2014.   ",https://www.google.com/search?q=+Janeshwar+Mishra+Park&udm=2,https://lucknowtourism.co.in/images/places-to-visit/header/janeshwar-mishra-park-lucknow-tourism-entry-fee-timings-holidays-reviews-header.jpg,Medium
Uttar Pradesh,Lucknow,Chandrika Devi Temple,4.5," Situated in Aashiyana,  the Chandrika Devi Temple is dedicated to the Hindu Goddess Chandi. Adorning three heads, Chandrika Devi is a said to be a combined manifestation of Goddesses Kali, Lakshmi and Saraswati.  ",https://www.google.com/search?q=+Chandrika+Devi+Temple&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/1e/88/b0/chandrika-devi-temple.jpg?w=1200&h=-1&s=1,Medium
Uttar Pradesh,Lucknow,Aminabad,4.0," One of the most bustling and oldest shopping hubs of Lucknow, Aminabad is a famous market selling a wide range of products from clothes and jewellery to cosmetics, footwear and even books. ",https://www.google.com/search?q=+Aminabad&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/5b/24/de/a-heritage-building-in.jpg?w=1200&h=1200&s=1,Medium
Uttar Pradesh,Lucknow,Fun Republic Mall,4.0," Located at Gomti Nagar in Lucknow, Fun Republic Mall is one of the most popular and one of the largest malls in the city. Launched in 2007 by the Zee Group, the mall is replete with a plethora of big brands outlets, food stalls, grocery shops, apparels & cosmetic stores. ",https://www.google.com/search?q=+Fun+Republic+Mall&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGKL2mbbs5NNBf6YfDfZu6sIeEIyjPGBjk1Q&s,Medium
Uttar Pradesh,Lucknow,Mankameshwar Mandir,4.5," The Mankameshwar Mandir is situated on the banks of river Yamuna at Saraswati Ghat in Lucknow. A revered Hindu temple dedicated to Lord Shiva, this temple is the first to have had a woman priest.  ",https://www.google.com/search?q=+Mankameshwar+Mandir&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_FGAcDsrHPMULVqq1DNOgrdbRxqYVZ84sHA&s,Medium
Uttar Pradesh,Lucknow,Husainabad Clock Tower,3.2," Standing tall adjacent to the Rumi Darwaza, the Husainabad Clock Tower was built in 1881 and since has been the tallest clock tower in India. It is 67 meters high, displaying Victorian-Gothic brilliance with a 14 feet long pendulum and a dial in the shape of a 12 petalled flower. ",https://www.google.com/search?q=+Husainabad+Clock+Tower&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9aHhW_L_fGtTTmr5PPskFPZdnpcgU6q2I2w&s,Medium
Uttar Pradesh,Lucknow,Jama Masjid,4.0," Located in Tehseenganj, Jama Masjid is an Islamic place of worship built by King Mohammad Ali Shah Bahadur. Constructed in 1423, this ancient mosque hosted on an elevated square platform was built to outpass the grand Jama Masjid in Delhi.  ",https://www.google.com/search?q=+Jama+Masjid&udm=2,https://upload.wikimedia.org/wikipedia/commons/a/a4/Jama_Masjid_-_In_the_Noon.jpg,Medium
Uttar Pradesh,Lucknow,Disney Water Wonder Park,4.0," Situated on the Kanpur-Lucknow Road, Disney Water Wonder Park is a water cum amusement park. Spread over 20 acres of land, the property is solely dedicated to fun, food and adventure. Offering myriad entertainment and recreational activities, it is one of the most loved parks in the city. ",https://www.google.com/search?q=+Disney+Water+Wonder+Park&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNLVA--xHsOnvGbht1eifrZGXcC7l6itnV5Q&s,Medium
Uttar Pradesh,Lucknow,Shaheed Smarak,4.0," Shaheed Smarak or Martyrs' Memorial is a white marbled pillar-like structure standing amidst lush green lawns at Mukarimnagar, Qaiserbagh in Lucknow. ",https://www.google.com/search?q=+Shaheed+Smarak&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJSA3rxj1pWSmdMd6NSiJpMZVy3KP8UrBDTQ&s,Medium
Uttar Pradesh,Lucknow,Nawabganj-Bird-Sanctuary,4.0," Nawabganj Bird Sanctuary, also known as Shahid Chandra Shekhar Azad Bird Sanctuary in Uttar Pradesh is a popular tourist hotspot. Located in Unnao the bird sanctuary is engulfed by dense forests and is home to over 250 species of aviary creatures, which include domestic Indian birds as well as the birds that migrate to the sanctuary in the winter months. ",https://www.google.com/search?q=+Nawabganj-Bird-Sanctuary&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMn3kLbnUpsCmcPnDH3ZxErjiRLEajOvqPtQ&s,Medium
Uttar Pradesh,Lucknow,Picture Gallery,4.0," Located close to Chhota Imambara and the Hussainabad Clock Tower, Hussainabad Picture Gallery is a popular tourist attraction in Lucknow.  ",https://www.google.com/search?q=+Picture+Gallery&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1xtdKD1bWSyX0sDmBY9FnDPBebCnp9Zx1jA&s,Medium
Uttar Pradesh,Lucknow,Dr Ram Manohar Lohiya Park,4.0," Spread across 76 acres, the Dr Ram Manohar Lohiya Park is a popular park in Gomti Nagar. Dedicated to the socialist Dr Ram Manohar Lohiya, the park sites four divisions of courtyards and separate entrances. ",https://www.google.com/search?q=+Dr+Ram+Manohar+Lohiya+Park&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3_nv7yhCEIzXpUwzlBTPPxki8HfCubh6Usg&s,Medium
Uttar Pradesh,Lucknow,Chattar Manzil,4.0," Chattar Manzil or popularly known as Umbrella Palace was built by Nawab Ghazi Uddin Haider and was later on used by the ruler of Awadh and his wives. Located on the banks of the river Gomti, the building is a glowing example of Nawabi and European architecture. ",https://www.google.com/search?q=+Chattar+Manzil&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/62/dd/0a/filename-cmanzilh-jpg.jpg?w=900&h=500&s=1,Medium
Uttar Pradesh,Lucknow,Memorial Museum Residency,4.0," Located in Qaiserbagh, the 1857 Memorial Museum Residency is a dedicated piece to the First War of Independence of 1857. Containing relics and antiques of the time, the museum also has visual displays of the war.  ",https://www.google.com/search?q=++Memorial+Museum+Residency&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZcSMXwSdmMt1hCNlzVlIW4kkqr9PNzCmnEQ&s,Medium
Uttar Pradesh,Lucknow,Dewa Sharif,4.5," Situated in the Barabanki district of Uttar Pradesh, 25 kms away from Lucknow, Dewa or Dewa Sharif is a small town which is renowned world wide for the shrine of Haji Waris Ali Shah. Considered to be a prominent site of Muslim heritage, the shrine also has a mosque and a khankah within the premises, and is regularly visited by pilgrims. ",https://www.google.com/search?q=+Dewa+Sharif&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSLPLEIpoueSgdkPogreOUJrIUFwwOZmM73w&s,Medium
Uttar Pradesh,Lucknow,Begum Hazrat Mahal Park,4.0," Located in Qaiserbagh in Lucknow, Begum Hazrat Mahal Park is a popular park. Hosting swings and a play area for kids, this crowd-favourite picnic spot is also a great place for walks, jobs, elderly laughing clubs, yoga and meditation.  ",https://www.google.com/search?q=+Begum+Hazrat+Mahal+Park&udm=2,https://lucknowtourism.co.in/images/places-to-visit/header/begum-hazrat-mahal-park-lucknow-tourism-entry-fee-timings-holidays-reviews-header.jpg,Medium
Uttar Pradesh,Lucknow,Nilansh Theme Park,4.0," Situated a little on the outskirts of Lucknow city, Nilansh Theme Park hosts an array of fun games, activities and an exclusive water park. The site also avails space for events, private parties and gatherings and overnight stays.  ",https://www.google.com/search?q=+Nilansh+Theme+Park&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvj1WXwqYQopAepXoY2h8hnwQvHbXl-fDqmw&s,High
Uttar Pradesh,Lucknow,Hathi Park,4.0," Hathi Park is one of the most visited and popular parks in Lucknow. The park has several swings and slides for kids and recreational elephant structures which can be climbed. The park facilitates other games and activities for children as well. Besides, it has food stalls to satisfy your hunger pangs. ",https://www.google.com/search?q=+Hathi+Park&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSvD5_gPNJB-r72e2AkvYFdEUI4Q_bhEQnGw&s,Medium
Uttar Pradesh,Lucknow,Safed Baradari,4.0," Built by Nawab Wajid Ali Shah, Safed Baradari is a white marbled palace originally constructed as the Nawab's ""Palace of Mourning"". Located at Maharaja Mahamudabad of Qaiser Bagh, the Safed Baradari houses marble statues of the Anjuman founders Maharajas Man Singh and Balrampur's Digvijay Singh.  Initially called Qasr-ul-Aza, this structure further came to be used as a British petitionary court.  ",https://www.google.com/search?q=+Safed+Baradari&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhIJk1iNABa1VmU1ipiOpun0BFWBWZ7Q--CQ&s,Medium
Uttar Pradesh,Lucknow,Tomb of Saadat Ali Khan,4.0," Located in Qaiser Bagh, the Tomb of Saadat Ali Khan is a combined mausoleum of both Saadat Ali Khan and his wife Khursheed Zadi. Constructed by their son, this is a tomb adorning the typical amalgam of Indian and Islamic architectural styles. ",https://www.google.com/search?q=+Tomb+of+Saadat+Ali+Khan&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLp6JCm4WALPBlHEdkxk1OzoWXmkdvPYJuZQ&s,Medium
Uttar Pradesh,Lucknow,Kaiserbagh Palace,4.0," Constructed between 1848-1850, under the rule of Nawab Wajid Ali Shah, Kaiserbagh Palace is one of the most famous monuments and exotic masterpieces of Mughal architecture. It is located from the eastern end of the Chattar Manzil to the Tarawali Kothi.  ",https://www.google.com/search?q=+Kaiserbagh+Palace&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/7b/ae/82/kaiserbagh-palace.jpg?w=1200&h=-1&s=1,Medium
Uttar Pradesh,Lucknow,Sikandar Bagh,4.0," Sikandar Bagh is an ancient styled posh mansion and a bracketing garden built in the 1800s. Located on Ashok Road, this greenery housed here is known to be the last Mughal garden in India.  ",https://www.google.com/search?q=+Sikandar+Bagh&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5sPwY2ClxKIJolgMYetidY1RDxiPbs6BAYw&s,Medium
Uttar Pradesh,Lucknow,Amrapali Water Park,4.0," Launched in 2002, Amrapali Water Park is a top pick for an adventure day outing for families and friends. The park boasts of the highest number of rides in the region.  ",https://www.google.com/search?q=+Amrapali+Water+Park&udm=2,https://content.jdmagicbox.com/comp/lucknow/u2/0522px522.x522.171127154331.l6u2/catalogue/amrapali-water-park-lucknow-water-parks-1mqlpns9ho.jpg,Medium
Uttar Pradesh,Lucknow,Four Seasons Fun City,4.0," Four Seasons Fun City is situated on the Rai Bareilly Road in Lucknow. Besides the umpteen thrilling rides, swimming pools, rain dance, tube slides etc, the highlight of the park is the snow park where you can experience artificial snow. The park also has an amazing DJ and sound system. ",https://www.google.com/search?q=+Four+Seasons+Fun+City&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0T5DW-bNFIhTWikgRl-nO6vAVE1FOtj2z3Q&s,Medium
Uttar Pradesh,Lucknow,Fun Village Water Park and Resort,4.0,Fun Village Water Park and Resort is situated on the Lucknow - Allahabad highway and has a lot of exciting and thrilling water and regular rides. The park also has a resort within the premises where you can relax to take a break from the pell-mell of the city life.,https://www.google.com/search?q=+Fun+Village+Water+Park+and+Resort&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1Rkt9dIITHD1t6aOinvl2HgJXJLQCHTEneQ&s,High
Uttar Pradesh,Lucknow,Scorpio Club,4.0," Located on the Behta Kursi Road in Lucknow, Scorpio Club or Scorpio Water Park is the perfect way to beat the summer heat amidst cool blue waters.You can get your adrenaline all rushed up with all the thrilling and adventurous rides. The property also has a fine dine restaurant to satiate your hunger pangs. ",https://www.google.com/search?q=+Scorpio+Club&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQe_L4IZqTQjg4hO0ewR_9YjpkUv_EBVAEeA&s,Medium
West Bengal,Digha,Marine Station/Aquarium of Zoological Survey of India,3.5," MARC - Marine aquarium cum regional centre - is a major tourist attraction for all Digha visitors. It has the largest inbuilt aquarium in India. The aquarium has three kinds of creatures: species of conservative importance, 'local and curious' species and freshwater species. ",https://www.google.com/search?q=+Marine+Station/Aquarium+of+Zoological+Survey+of+India&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUqhEaYxVpg9fxboFiCugqV0zDEtDM9oHiDA&s,Medium
West Bengal,Digha,New Digha Beach,4.5," This one is a man-made beach, created 2 km away from the old one. It is better planned and more easily accessible from nearby hotels. The new beach is bigger, less crowded and better maintained compared to the Old Digha beach. ",https://www.google.com/search?q=+New+Digha+Beach&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8gP5VV_1pA0eUkv5NsD1pI8IXiXgpWQPrEw&s,Medium
